Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
213;"Faculdade Anhanguera de Cascavel (FACIAP)";PR;Privada;;;212;4.75;243;0.16;114;1.4;149;3.19;;
214;"Centro Universitário Celso Lisboa (UCL)";RJ;Privada;0;0;213;4.74;141;3.47;138;0.85;234;0.42;;
215;"Centro Universitário Barriga Verde (UNIBAVE)";SC;Pública;;;215;4.57;227;0.68;61;2.62;208;1.27;;
216;"Faculdade Municipal Professor Franco Montoro de Mogi Guaçu (FMPFM)";SP;Pública;0;0;216;4.29;154;3.05;121;1.24;;;;
217;"Universidade de Santo Amaro (UNISA)";SP;Privada;;;217;4.14;223;0.81;166;0.21;151;3.12;0;0
218;"Universidade Nilton Lins (UNINILTONLINS)";AM;Privada;0;0;218;4.09;202;1.49;161;0.32;177;2.28;;
219;"Faculdade Presidente Antônio Carlos de Leopoldina";MG;Privada;;;219;3.86;181;2.17;117;1.33;236;0.36;;
220;"Faculdade de Talentos Humanos (FACTHUS)";MG;Privada;;;220;3.69;225;0.75;156;0.44;170;2.5;;
221;"Faculdade Internacional da Paraíba (FPB)";PB;Privada;;;221;3.63;189;1.91;141;0.78;218;0.94;;
222;"Faculdade de Ciências Sociais Aplicadas (FACISA - CELER)";SC;Privada;;;222;3.54;242;0.19;;;144;3.35;;
223;"Faculdades Integradas de Araraquara (FIAR)";SP;Privada;;;223;3.36;173;2.43;149;0.6;237;0.33;;
224;"Faculdade Empresarial de Chapecó (FAEM)";SC;Privada;;;224;3.25;215;1.07;;;180;2.18;;
225;"Centro Universitário Tiradentes (FITS)";AL;Privada;0;0;225;3.05;178;2.27;;;223;0.78;;
226;"Universidade Guarulhos (UNG)";SP;Privada;;;226;3.04;200;1.56;159;0.37;213;1.11;;
227;"Faculdade Metropolitana de Anápolis (FAMA)";GO;Privada;;;227;3.03;241;0.23;;;161;2.8;;
228;"Faculdade Educacional Araucária (Facear)";PR;Privada;;;228;2.96;229;0.62;;;175;2.34;;
229;"Faculdade Piaget (FACPIAGET)";SP;Privada;;;229;2.92;161;2.82;;;244;0.1;;
230;"Universidade Vila Velha (UVV)";ES;Privada;;;230;2.88;176;2.33;;;230;0.55;;
231;"Faculdade Salesiana Maria Auxiliadora (FSMA)";RJ;Privada;;;231;2.78;171;2.49;;;238;0.29;;
232;"Centro Universitário Nossa Senhora do Patrocínio (CEUNSP)";SP;Privada;;;232;2.66;216;1.04;130;1.03;229;0.59;;
233;"Faculdade Presbiteriana Augusto Galvão (FAPAG)";BA;Privada;;;233;2.58;244;0.13;118;1.31;212;1.14;;
234;"Centro Universitário de Formiga (UNIFORMG)";MG;Privada;0;0;234;2.51;206;1.36;142;0.76;235;0.39;;
235;"Faculdade Católica do Tocantins (FACTO)";TO;Privada;;;235;2.43;214;1.1;;;206;1.33;;
236;"Faculdade de Economia e Finanças do Rio de Janeiro (FEFRJ)";RJ;Privada;;;236;2.37;205;1.39;;;217;0.98;;
237;"Faculdade Única De Ipatinga (FUNIP)";MG;Privada;;;237;2.36;240;0.26;136;0.9;210;1.2;;
238;"Faculdade Esamc Campinas (ESAMC)";SP;Privada;;;238;2.33;197;1.65;;;226;0.68;;
239;"Faculdade Farias Brito (FFB)";CE;Privada;;;239;2.11;203;1.46;;;227;0.65;;
240;"Faculdade de Ciências Exatas e Tecnológicas Santo Agostinho (FACET)";MG;Privada;;;240;2.02;234;0.45;152;0.53;215;1.04;;
241;"Faculdade da Região Serrana (FARESE)";ES;Privada;0;0;241;1.88;194;1.75;;;243;0.13;;
242;"Faculdade Esamc Sorocaba (ESAMC)";SP;Privada;;;242;1.69;238;0.32;;;205;1.37;;
243;"Centro Universitário Padre Anchieta (UNIANCHIETA)";SP;Privada;;;243;1.63;220;0.91;;;225;0.72;;
244;"Faculdade de Viçosa (FDV)";MG;Privada;;;244;1.46;209;1.26;;;241;0.2;;
244;"Faculdade Esamc Santos (ESAMC)";SP;Privada;;;244;1.46;247;0.03;;;203;1.43;;
246;"Faculdade de Caldas Novas (UNICALDAS)";GO;Privada;;;246;0.51;245;0.1;167;0.18;240;0.23;;
247;"Faculdade Santo Agostinho de Sete Lagoas (FASASETE)";MG;Privada;;;247;0.43;237;0.36;;;245;0.07;;
