Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
124;"Centro Universitário Filadélfia (UNIFIL)";PR;Privada;88;17.02;272;10.65;396;3.29;49;3.66;359;3.7;;
125;"Faculdade de Tecnologia Tecbrasil (Ftec Caxias)";RS;Privada;88;17.02;277;10.54;235;5.21;106;3.26;495;2.07;;
126;"Centro Universitário de Várzea Grande (UNIVAG)";MT;Privada;88;17.02;282;10.45;229;5.28;293;1.95;399;3.22;;
127;"Universidade de Santa Cruz do Sul (UNISC)";RS;Privada;88;17.02;284;10.43;114;6.65;306;1.86;507;1.92;;
128;"Centro Universitário do Distrito Federal (UDF)";DF;Privada;88;17.02;289;10.32;242;5.13;385;1.31;344;3.88;;
129;"Centro Universitário Salesiano de São Paulo (UNISAL)";SP;Privada;88;17.02;290;10.27;152;6.2;326;1.72;471;2.35;;
130;"Universidade Santa Cecília (UNISANTA)";SP;Privada;88;17.02;291;10.23;297;4.47;509;0.44;224;5.32;;
131;"Faculdade Nordeste (FANOR)";CE;Privada;88;17.02;305;9.89;422;2.98;218;2.48;298;4.43;;
132;"Universidade Cidade de São Paulo (UNICID)";SP;Privada;88;17.02;320;9.56;259;4.92;526;0.32;307;4.32;;
133;"Centro Universitário Eurípedes de Marília (UNIVEM)";SP;Privada;88;17.02;338;9.31;278;4.7;112;3.22;551;1.39;;
134;"Centro Universitário Estácio do Ceará (FIC)";CE;Privada;88;17.02;357;8.96;261;4.9;199;2.61;546;1.45;;
135;"Centro Universitário La Salle (UNILASALLE)";RS;Privada;88;17.02;360;8.84;159;6.12;252;2.24;627;0.48;;
136;"Universidade do Extremo Sul Catarinense (UNESC)";SC;Privada;88;17.02;364;8.74;471;2.4;396;1.23;242;5.11;;
137;"Universidade de Mogi das Cruzes (UMC)";SP;Privada;88;17.02;375;8.57;399;3.26;429;1;308;4.31;;
138;"Universidade Metodista de São Paulo (UMESP)";SP;Privada;88;17.02;379;8.53;474;2.36;296;1.93;314;4.24;0;0
