Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
155;"Centro Universitário Unifafibe (FAFIBE)";SP;Privada;;;154;5.87;110;3.83;;;156;2.04;;
156;"Faculdades Integradas Aparício Carvalho (FIMCA)";RO;Privada;;;155;5.78;185;0.96;121;0.74;103;4.08;;
157;"Universidade Vale do Rio Verde (UNINCOR)";MG;Privada;;;156;5.73;136;2.83;118;0.82;155;2.08;;
158;"Universidade Alto Vale do Rio do Peixe (UNIARP)";SC;Pública;0;0;157;5.53;137;2.79;80;1.85;186;0.89;;
159;"Instituto Luterano de Ensino Superior de Itumbiara (ILES)";GO;Privada;;;158;5.44;196;0.54;139;0.25;88;4.65;;
160;"Universidade do Estado de Minas Gerais (UEMG)";MG;Pública;;;159;5.42;174;1.38;;;104;4.04;;
161;"Faculdade Arnaldo Horácio Ferreira (FAAHF)";BA;Privada;0;0;160;5.39;192;0.69;29;3.24;171;1.46;;
162;"Universidade de Sorocaba (UNISO)";SP;Privada;;;161;5.33;93;4.48;;;187;0.85;;
162;"Centro Universitário de Rio Preto (UNIRP)";SP;Privada;;;161;5.33;87;4.71;;;193;0.62;;
164;"Centro Universitário Luterano de Santarém (CEULS)";PA;Privada;;;163;5.17;194;0.61;136;0.33;99;4.23;;
165;"Faculdades Integradas do Vale do Iguaçu";PR;Privada;;;164;5.13;159;1.95;71;2.1;181;1.08;;
166;"Faculdade Educacional de Dois Vizinhos (FAED)";PR;Privada;;;165;5.08;172;1.46;;;115;3.62;;
167;"Centro Universitário do Cerrado-Patrocínio (UNICERP)";MG;Privada;;;166;4.99;157;2.03;138;0.27;139;2.69;;
168;"Instituto Taquaritinguense de Ensino Superior Dr. Aristides de Carvalho Schlobach (ITES)";SP;Privada;;;167;4.98;102;4.13;131;0.46;199;0.39;;
169;"Faculdade da Amazônia (FAMA)";RO;Privada;;;168;4.93;208;0.08;107;1.12;112;3.73;;
170;"Faculdade Três de Maio (SETREM)";RS;Privada;;;169;4.9;182;1.07;24;3.37;197;0.46;;
171;"Faculdade Anhangüera de Dourados (FAD)";MS;Privada;0;0;170;4.85;149;2.34;142;0.16;148;2.35;;
172;"Faculdade Ingá";PR;Privada;;;171;4.84;162;1.84;;;131;3;;
173;"Universidade Estadual de Roraima (UERR)";RR;Pública;;;172;4.81;151;2.26;146;0.05;144;2.5;;
174;"Faculdade Centro Mato-Grossense";MT;Privada;;;173;4.66;186;0.92;67;2.2;169;1.54;;
175;"Universidade Paranaense (UNIPAR)";PR;Privada;0;0;174;4.64;125;3.25;;;173;1.39;;
176;"Centro Superior de Ensino e Pesquisa de Machado (CESEP)";MG;Privada;;;175;4.56;181;1.11;133;0.41;130;3.04;;
177;"Faculdade Anhanguera de Rondonópolis (FAR)";MT;Privada;0;0;176;4.55;189;0.8;112;0.98;137;2.77;;
178;"Faculdade Vértice (VÉRTICE)";MG;Privada;;;177;4.51;183;1.03;64;2.29;178;1.19;;
179;"Faculdade Gammon";SP;Privada;0;0;178;4.49;148;2.37;135;0.35;163;1.77;;
180;"Faculdade Católica do Tocantins (FACTO)";TO;Privada;;;179;4.42;166;1.68;111;1.01;164;1.73;;
181;"Faculdade de Itapiranga (SEI/FAI)";SC;Privada;;;180;4.27;176;1.3;94;1.47;170;1.5;;
182;"Faculdade Anglo-Americana de Bagé (FAABA)";RS;Privada;;;181;4.23;167;1.65;;;142;2.58;;
183;"Faculdade de Tecnologia Paulista";SP;Privada;;;182;3.92;143;2.57;;;174;1.35;;
184;"Faculdade do Noroeste de Minas (FINOM)";MG;Privada;;;183;3.91;201;0.34;123;0.68;134;2.89;;
185;"Faculdade São Francisco de Barreiras (FASB)";BA;Privada;0;0;185;3.83;161;1.88;103;1.22;190;0.73;;
186;"Centro Universitário de Patos de Minas (UNIPAM)";MG;Privada;0;0;186;3.64;141;2.64;;;183;1;0;0
187;"Instituto Municipal de Ensino Superior de Bebedouro Victório Cardassi (IMESB)";SP;Pública;;;187;3.6;118;3.52;;;207;0.08;;
188;"Faculdade Cidade de Coromandel (FCC)";MG;Privada;;;188;3.58;198;0.46;;;128;3.12;;
189;"Centro Universitário do Sul de Minas (UNIS-MG)";MG;Privada;;;189;3.46;178;1.23;;;151;2.23;;
190;"Faculdade do Nordeste da Bahia (FANEB)";BA;Privada;;;190;3.41;153;2.18;;;177;1.23;;
191;"União de Ensino Superior de Nova Mutum (UNINOVA)";MT;Pública;0;0;191;3.34;207;0.12;113;0.95;150;2.27;;
192;"Faculdade Presidente Antônio Carlos de Bom Despacho (FAPACBD)";MG;Privada;;;192;3.13;202;0.31;104;1.2;167;1.62;;
193;"Faculdades Integradas dos Campos Gerais (CESCAGE)";PR;Privada;0;0;193;3.11;180;1.15;100;1.31;192;0.65;;
194;"Faculdade Presidente Antônio Carlos de Uberlândia";MG;Privada;;;194;3.06;184;1;102;1.25;188;0.81;;
195;"Centro Universitário de Anápolis (UNIEVANGÉLICA)";GO;Privada;;;195;2.8;145;2.49;;;201;0.31;;
196;"Faculdade Metropolitana de Anápolis (FAMA)";GO;Privada;;;196;2.54;204;0.23;;;149;2.31;;
197;"Centro Universitário Fundação de Ensino Octávio Bastos (UNIFEOB)";SP;Privada;;;197;2.46;175;1.34;;;180;1.12;;
198;"Faculdades Unidas do Vale do Araguaia (UNIVAR)";MT;Privada;;;198;2.42;195;0.57;;;161;1.85;;
