Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
177;"Centro Universitário Franciscano (UNIFRA)";RS;Privada;0;0;106;13.71;95;6.41;149;2.35;178;4.95;;
178;"Centro Universitário Euro-Americano (UNIEURO)";DF;Privada;;;107;13.7;137;5.7;;;1;8;;
179;"Universidade Federal do Sul e Sudeste do Pará (UNIFESSPA)";PA;Pública;;;109;13.61;149;5.49;348;0.12;1;8;;
180;"Instituto Federal de Educação, Ciência e Tecnologia Fluminense (IF Fluminense)";RJ;Pública;0;0;111;13.59;143;5.59;;;1;8;;
181;"Universidade São Judas Tadeu (USJT)";SP;Privada;0;0;114;13.47;62;6.97;46;3.5;291;3;;
182;"Faculdade de Ponta Porã (FAP)";MS;Privada;;;115;13.45;305;2.85;126;2.6;1;8;;
183;"Faculdade Alfa (FA)";SP;Privada;0;0;116;13.38;254;3.71;210;1.67;1;8;;
184;"Universidade Estadual Do Paraná (UNESPAR)";PR;Pública;0;0;118;13.26;295;3.02;159;2.24;1;8;;
185;"Universidade de Santa Cruz do Sul (UNISC)";RS;Privada;0;0;121;13.1;53;7.12;182;1.98;233;4;0;0
186;"Centro Universitário de Franca (UNI-FACEF)";SP;Pública;;;122;13.08;80;6.66;98;2.92;262;3.5;;
187;"Universidade Federal do Amapá (UNIFAP)";AP;Pública;0;0;123;13.07;352;2.05;89;3.02;1;8;;
188;"Universidade Federal do Oeste do Pará (UFOPA)";PA;Pública;;;124;13.03;209;4.48;310;0.55;1;8;;
189;"Faculdade de Olinda (FOCCA)";PE;Privada;;;125;12.98;179;4.98;;;1;8;;
190;"Fae Centro Universitário (FAE)";PR;Privada;;;127;12.96;170;5.14;40;3.56;218;4.26;;
191;"Centro Universitário de Anápolis (UNIEVANGÉLICA)";GO;Privada;0;0;128;12.95;165;5.22;13;3.87;241;3.86;;
192;"Centro Universitário Geraldo Di Biase (UGB)";RJ;Privada;0;0;129;12.89;105;6.24;97;2.93;249;3.72;;
193;"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo (IFES)";ES;Pública;;;130;12.87;188;4.83;129;2.57;148;5.47;;
194;"Universidade Federal Rural do Semi-Árido (UFERSA)";RN;Pública;;;131;12.86;186;4.86;;;1;8;;
195;"Faculdades Integradas Iesgo (IESGO)";GO;Privada;;;134;12.77;88;6.53;223;1.52;191;4.72;;
196;"Faculdade Icesp (ICESP)";DF;Privada;;;137;12.75;130;5.81;94;2.96;234;3.98;;
197;"Instituto Federal de Educação, Ciência e Tecnologia de Brasília (IFB)";DF;Pública;;;138;12.7;196;4.7;;;1;8;;
198;"Faculdade de Filosofia e Ciências Humanas de Goiatuba (FAFICH)";GO;Pública;;;139;12.64;201;4.61;356;0.03;1;8;;
199;"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais (IFSEMG)";MG;Pública;;;140;12.58;203;4.58;;;1;8;;
200;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte (IFRN)";RN;Pública;0;0;142;12.51;207;4.51;;;1;8;;
201;"Faculdade Projeção (FAPRO)";DF;Privada;0;0;143;12.42;177;5.02;144;2.4;175;5;0;0
202;"Faculdade de Ciências Humanas e Sociais (FUCAMP)";MG;Privada;;;144;12.34;230;4.12;339;0.22;1;8;;
203;"Universidade do Estado do Amapá (UEAP)";AP;Pública;0;0;145;12.22;441;0.54;30;3.68;1;8;;
204;"Faculdades Integradas do Norte de Minas (FUNORTE)";MG;Privada;;;146;12.17;281;3.25;277;0.92;1;8;;
205;"Faculdade de Itaituba (FAI)";PA;Privada;;;149;11.97;413;1.02;95;2.95;1;8;;
206;"Faculdade da Alta Paulista (FAP)";SP;Privada;;;150;11.96;57;7.05;;;180;4.91;;
207;"União das Escolas do Grupo Faimi de Educação (FAIMI)";SP;Privada;;;152;11.89;75;6.75;;;167;5.14;;
